Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2021;Littérature et langues et cultures de l'Antiquité,Art;BUT Service;2;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Art;Ecoles d'ingénieurs;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;Ecoles de Commerce;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;D.E sanitaire;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;Autres formations;4;3.0;1
2021;Littérature et langues et cultures de l'Antiquité,Art;Ensemble des bacheliers;26;23.0;20
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Génie civil;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Histoire;68;61.0;23
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence MASS;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Sciences du langage - Arts;4;4.0;1
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences économiques - Gestion;2;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l éducation;10;5.0;1
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de la vie, biologie, santé;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sociologie, Démographie;7;4.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE ECG;3;2.0;1
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;D.E  social;2;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;D.E sanitaire;4;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Archéologie, Ethno, Préhistoire, Anthropologie;5;3.0;1
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence MASS;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Pluri Lettres - Langues - Sciences humaines;63;48.0;11
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Pluri Sciences;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sciences du langage - Linguistique;21;16.0;2
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sciences religieuses;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;PASS;8;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;BUT Service;19;7.0;3
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;BTS Production;6;3.0;1
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;BTS Service;42;25.0;7
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;CPGE ECG;7;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Formations d'ART;14;3.0;3
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Arts;13;9.0;6
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence LEA;38;28.0;10
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Langues et littératures françaises;43;33.0;13
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence MASS;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques et informatique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Physique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Langues - Sciences humaines;10;7.0;1
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Sciences économiques;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Sociologie, Démographie;5;4.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;BUT Production;2;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Ecoles d'ingénieurs;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Formations des écoles nationales vétérinaires;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Géographie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence LEA;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Langues;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Sciences;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence STAPS;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences de gestion;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences juridiques;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences économiques;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;BTS Service;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;CPGE L;4;4.0;3
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;CPGE S;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Ecoles d'ingénieurs;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Autres formations;3;2.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;DCG;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence AES;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Chimie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Génie civil;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Histoire;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Langues et littératures françaises;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Mathématiques et informatique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Physique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Pluri Sciences humaines et sociales;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Sciences de gestion;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;BUT Service;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;CPGE S;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Ecoles d'ingénieurs;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;DCG;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Chimie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Géographie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Pluri Langues;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;1;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence STAPS;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Sciences de gestion;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Sciences religieuses;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence L.AS;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;BUT Service;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;CPGE S;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Ecoles d'ingénieurs;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Formations d'ART;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Sciences po;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Histoire;3;3.0;1
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Mathématiques et informatique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Sciences économiques;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Sociologie, Démographie;6;4.0;2
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;BTS Service;8;4.0;3
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;DCG;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence AES;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Chimie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence LEA;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Sciences de la vie, biologie, santé;6;5.0;2
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Sciences religieuses;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;BUT Service;2;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;D.E  social;0;0.0;0
2021;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Arts;296;202.0;57
2021;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Génie civil;17;9.0;3
2021;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Informatique;134;60.0;17
2021;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence LEA;362;258.0;48
2021;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mathématiques et informatique;11;2.0;0
2021;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Philosophie, Epistémologie;296;139.0;23
